Name;RA;Dec;ra1;ra2;ra3;RA_dec;RA_radians;sde;de1;de2;de3;de_dec;Dec_radians;LongGal;LatGal;B;V;B-V;B0-V0;EB-V;Sp;Sp_s;Distance;Miles
HD 122980;14 06 02,76824;-41 10 46,6788;14;06;02.8;211.5115343;3.69157268;-;41;10;46.7;-41.179633;-0.718720181;317.7304;19.5383;4.157;4.343;-0.186;-0.24;0.05;B2V;B2;92.35773721;
HD 124224;14 12 15,80548;+02 24 33,9534;14;12;15.8;213.0658562;3.718700714;+;02;24;34.0;2.4094315;0.042052513;344.4272;58.6103;4.89;5.01;-0.12;-0.01;-0.11;A0Vp,,,;A0;102.0312845;
HD 124367;14 14 57,13838;-57 05 10,0544;14;14;57.1;213.7380766;3.730433173;-;57;05;10.1;-57.08612622;-0.99634086;314.1251;3.9596;4.97;5.044;-0.074;-0.18;0.11;B4Vne;B4;89.97252055;
HD 124683;14 15 24,08494;-18 12 02,4879;14;15;24.1;213.8503539;3.732392782;-;18;12;02.5;-18.20069108;-0.317661986;329.436;40.3104;5.53;5.53;0;-0.01;0.01;A0V;A0;99.30836388;
HD 12471 ;02 02 57,95579;+33 17 02,8813;02;02;58.0;30.74148246;0.536540086;+;33;17;02.9;33.28413369;0.580917722;139.7134;-27.246;5.555;5.516;0.039;0.05;-0.01;A2V;A2;86.55261187;
HD 124771;14 22 23,16467;-80 06 32,2053;14;22;23.2;215.5965195;3.76286912;-;80;06;32.2;-80.10894592;-1.398164867;306.9338;-17.9513;4.944;5.051;-0.107;-0.18;0.07;B4V;B4;84.55125753;
HD 124953;14 16 04,1396 ; +18 54 42,457  ;14;16;04.1;214.0172483;3.735305639;+;18;54;02.5;18.9006825;0.32987914;14.4944;68.9042;6.221;5.969;0.252;0.27;-0.02;A8V;A8;104.6031753;
HD 125161;14 16 09,92995;+51 22 02,0267;14;16;09.9;214.0413748;3.735726726;+;51;22;02.0;51.36722964;0.896527285;95.2372;60.9623;4.96;4.75;0.21;0.2;0.01;A7V;A7;104.2172165;
HD 125283;14 19 23,87945;-37 00 10,4639;14;19;23.9;214.8494977;3.749831131;-;37;00;10.5;-37.00290664;-0.645822554;321.834;22.6192;6.009;5.932;0.077;0.05;0.03;A2Vn;A2;95.86525439;
HD 125337;14 19 06,59235;-13 22 15,9459;14;19;06.6;214.7774681;3.748573978;-;13;22;15.9;-13.37109608;-0.233369651;333.3974;44.253;4.66;4.52;0.14;0.02;0.12;A1V;A1;101.1379161;
HD 12534 ;02 03 54,75; +42 19 51,6      ;02;03;54.8;30.978125;0.540670277;+;42;19;51.6;42.331;0.738815326;136.9667;-18.5571;4.87;4.84;0.03;-0.11;0.14;B8V+,,,;B8;88.28203224;
HD 125745;14 22 19,71948;-34 47 12,4568;14;22;19.7;215.5821645;3.762618579;-;34;47;12.5;-34.78679356;-0.607144084;323.3284;24.4595;5.476;5.563;-0.087;-0.11;0.02;B8V;B8;97.00304567;
HD 126129;14 23 22,69526;+08 26 47,8351;14;23;22.7;215.8445636;3.767198307;+;08;26;47.8;8.446620861;0.147421345;356.5581;61.3327;5.1;5.12;-0.02;-0.01;-0.01;A0V;A0;105.5013805;
HD 126200;14 24 00,87671;+08 14 38,2990;14;24;00.9;216.003653;3.76997494;+;08;14;38.3;8.243971944;0.143884454;356.479;61.079;5.997;5.935;0.062;0.08;-0.02;A3V;A3;105.6366042;
HD 126248;14 24 11,34434;+05 49 12,4679;14;24;11.3;216.0472681;3.770736168;+;05;49;12.5;5.820129972;0.101580431;353.0998;59.3297;5.228;5.103;0.125;0.15;-0.03;A5V;A5;105.409939;
HD 126769;14 28 10,42638;-29 29 29,8884;14;28;10.4;217.0434433;3.788122705;-;29;29;29.9;-29.49163567;-0.514726144;326.9506;28.8293;4.899;4.972;-0.073;-0.11;0.04;B8V;B8;99.56023644;
HD 126981;14 30 08,62940;-45 19 16,8792;14;30;08.6;217.5359558;3.796718671;-;45;19;16.9;-45.32135533;-0.791006872;320.5537;14.1463;5.421;5.499;-0.078;-0.11;0.03;B8Vn;B8;95.52615271;
HD 126983;14 30 20,94970;-49 31 08,4922;14;30;20.9;217.5872904;3.797614628;-;49;31;08.5;-49.51902561;-0.864270039;318.9517;10.2513;5.436;5.383;0.053;0.02;0.03;A1V+,,,;A1;94.29994831;
HD 127971;14 35 31,48057;-41 31 02,7746;14;35;31.5;218.881169;3.82019707;-;41;31;02.8;-41.51743739;-0.724615979;323.0504;17.2524;5.796;5.869;-0.073;-0.13;0.06;B7V;B7;97.60432413;
HD 127972;14 35 30,42416;-42 09 28,1708;14;35;30.4;218.8767673;3.820120246;-;42;09;28.2;-42.15782522;-0.735792856;322.774;16.6691;2.168;2.322;-0.154;-0.26;0.11;B1,5Vne;B1,5;97.40501651;
HD 1280  ;00 17 05,49885;+38 40 53,8902;00;17;05.5;4.272911875;0.074576381;+;38;40;53.9;38.68163617;0.675121911;115.619;-23.7019;4.679;4.619;0.06;0.05;0.01;A2V;A2;108.222002;
HD 128207;14 36 44,13347;-40 12 41,6900;14;36;44.1;219.1838895;3.825480538;-;40;12;41.7;-40.21158056;-0.701824478;323.835;18.3477;5.627;5.731;-0.104;-0.11;0.01;B8V;B8;98.22189643;
HD 128345;14 37 53,22583;-49 25 32,9798;14;37;53.2;219.4717743;3.830505077;-;49;25;33.0;-49.42582772;-0.862643429;320.1331;9.8576;3.898;4.034;-0.136;-0.16;0.02;B5V;B5;95.49144262;
HD 128898;14 42 30,41958;-64 58 30,4934;14;42;30.4;220.6267483;3.850663175;-;64;58;30.5;-64.97513706;-1.134030074;314.3349;-4.5917;3.43;3.19;0.24;0.2;0.04;A7VpSrCrEu;A7;90.73753628;
HD 128998;14 38 15,22227;+54 01 24,0221;14;38;15.2;219.5634261;3.832104703;+;54;01;24.0;54.02333947;0.942885147;94.1687;56.7276;5.83;5.83;0;0.02;-0.02;A1V;A1;107.1825838;
HD 129002;14 38 50,22633;+44 24 16,1988;14;38;50.2;219.7092764;3.83465027;+;44;24;16.2;44.40449967;0.775004722;78.757;62.4167;5.423;5.395;0.028;0.02;0.01;A1V;A1;108.7468361;
HD 129116;14 41 57,59068;-37 47 36,5940;14;41;57.6;220.4899612;3.84827579;-;37;47;36.6;-37.79349833;-0.659620982;325.9018;20.0994;3.831;3.985;-0.154;-0.2;0.05;B3V;B3;99.93768784;
HD 129175;14 40 43,94; +16 25 03,9      ;14;40;43.9;220.1830833;3.842919761; ;01;02;03.9;1.034416667;0.018053977;15.6428;62.5396;6.12;5.82;0.3;0.17;0.13;A6V;A6;108.8908373;
HD 129422;14 45 17,33642;-62 52 32,3401;14;45;17.3;221.3222351;3.86280171;-;62;52;32.3;-62.87565003;-1.097387112;315.4971;-2.8152;5.637;5.364;0.273;0.3;-0.03;A9V;A9;91.78134941;
HD 129433;14 43 13,55130;-24 59 51,9093;14;43;13.6;220.8064638;3.853799802;-;24;59;51.9;-24.99775258;-0.436293088;332.7483;31.3229;5.72;5.73;-0.01;-0.07;0.06;B9,5V;B9,5;103.9818469;
HD 129685;14 44 59,20161;-35 11 30,5745;14;44;59.2;221.2466734;3.861482909;-;35;11;30.6;-35.19182625;-0.614213238;327.7349;22.1526;4.939;4.923;0.016;-0.01;0.03;A0V;A0;101.334477;
HD 129858;14 46 28,99366;-47 26 28,0161;14;46;29.0;221.6208069;3.868012772;-;47;26;28.0;-47.44111558;-0.828003668;322.2972;11.0585;5.808;5.735;0.073;0.02;0.05;A1V;A1;97.50594862;
HD 129954;14 48 44,55115;-66 35 36,8221;14;48;44.6;222.1856298;3.87787079;-;66;35;36.8;-66.59356169;-1.162276912;314.221;-6.3281;5.775;5.88;-0.105;-0.24;0.14;B2,5Ve;B2,5;90.73588928;
HD 129956;14 45 30,20425;+00 43 02,1895;14;45;30.2;221.375851;3.863737485;+;00;43;02.2;0.717274861;0.012518808;353.7207;51.9676;5.661;5.673;-0.012;-0.07;0.06;B9,5V;B9,5;110.0262305;
HD 129988;14 44 59,2 ; +27 04 27         ;14;44;59.2;221.2466667;3.861482792;+;27;04;27.0;27.07416667;0.472533351;39.3845;64.7842;5.2;5.12;0.08;0.05;0.03;A2V;A2;111.3997476;
HD 130109;14 46 14,92536;+01 53 34,3845;14;46;14.9;221.562189;3.866989696;+;01;53;34.4;1.892884583;0.033037068;355.2805;52.6803;3.71;3.72;-0.01;-0.01;0.00;A0V;A0;110.3752005;
HD 130274;14 47 57,55833;-26 38 46,1560;14;47;57.6;221.9898264;3.874453376;-;26;38;46.2;-26.64615444;-0.465063128;332.8814;29.3637;5.76;5.768;-0.008;-0.07;0.06;B9V;B9;104.5377593;
HD 130917;14 49 58,39878;+28 36 56,9950;14;49;58.4;222.4933283;3.883241142;+;28;36;57.0;28.61583194;0.499440486;43.1597;63.828;5.85;5.8;0.05;0.12;-0.07;A4V;A4;112.4347191;
HD 131492;14 56 43,98738;-62 46 51,6579;14;56;44.0;224.1832808;3.912736377;-;62;46;51.7;-62.78101608;-1.095735438;316.7113;-3.3107;5.11;5.11;0;-0.18;0.18;B4Vnpe;B4;93.02265874;
HD 131596;15 11 08,81659;-84 47 16,1255;15;11;08.8;227.7867358;3.975628532;-;84;47;16.1;-84.78781264;-1.479826496;306.1667;-22.8183;5.843;5.874;-0.031;-0.07;0.04;B9,5V;B9,5;84.35261608;
HD 131625;14 55 44,70874;-33 51 20,8212;14;55;44.7;223.9362864;3.908425513;-;33;51;20.8;-33.85578367;-0.590894896;330.5268;22.2703;5.362;5.318;0.044;-0.01;0.05;A0V;A0;103.8651997;
HD 131657;14 56 32,05337;-47 52 45,1065;14;56;32.1;224.1335557;3.911868511;-;47;52;45.1;-47.87919625;-0.835649618;323.6301;9.9017;5.6;5.64;-0.04;-0.07;0.03;B9V;B9;98.91906923;
HD 131951;14 56 13,22999;+14 26 46,5513;14;56;13.2;224.055125;3.910499636;+;14;26;46.6;14.44626425;0.252134876;15.6877;58.3188;5.87;5.901;-0.031;-0.01;-0.02;A0V;A0;113.979512;
HD 132219;14 58 39,25472;-27 39 26,3319;14;58;39.3;224.6635613;3.921118855;-;27;39;26.3;-27.65731442;-0.482711199;334.6134;27.2761;5.917;5.673;0.244;0.12;0.12;A4V+,,,;A4;106.4952039;
HD 132742;15 00 58,35013;-08 31 08,2063;15;00;58.4;225.2431255;3.931234158;-;08;31;08.2;-8.518946194;-0.14868366;348.8672;42.5115;4.94;4.95;-0.01;-0.07;0.06;B9,5V;B9,5;112.1857482;
HD 132955;15 02 59,27632;-32 38 35,8600;15;02;59.3;225.7469847;3.940028159;-;32;38;35.9;-32.64329444;-0.569732967;332.6045;22.5412;5.316;5.427;-0.111;-0.2;0.09;B3V;B3;105.7048054;
HD 133242;15 05 07,18; -47 03 04,0      ;15;05;07.2;226.2799167;3.949329577;-;04;03;04.0;-4.051111111;-0.070705227;325.3258;9.9251;4.45;4.59;-0.14;-0.16;0.02;B5V;B5;114.0852233;
HD 133388;15 01 27,09371;+60 12 16,0367;15;01;27.1;225.3628905;3.93332445;+;60;12;16.0;60.20445464;1.050765958;98.2588;50.2348;6.03;5.92;0.11;0.12;-0.01;A4V;A4;108.772026;
HD 133937;15 08 39,19745;-42 52 04,5125;15;08;39.2;227.1633227;3.964747921;-;42;52;04.5;-42.86792014;-0.74818635;328.0383;13.216;5.715;5.82;-0.105;-0.13;0.02;B7V;B7;102.8557799;
HD 133955;15 08 50,61639;-45 16 47,4950;15;08;50.6;227.2109016;3.96557833;-;45;16;47.5;-45.27985972;-0.790282637;326.8013;11.1288;3.89;4.044;-0.154;-0.2;0.05;B3V;B3;101.8961467;
HD 133962;15 05 25,83428;+48 09 03,5027;15;05;25.8;226.3576428;3.950686154;+;48;09;03.5;48.15097297;0.840393016;80.9542;56.5965;5.577;5.581;-0.004;0.02;-0.02;A1V;A1;112.5822633;
HD 134481;15 11 56,07286;-48 44 16,1692;15;11;56.1;227.9836369;3.979065105;-;48;44;16.2;-48.73782478;-0.850635513;325.4562;7.8922;3.819;3.849;-0.03;-0.07;0.04;B9,5Vne;B9,5;100.9043874;
HD 135160;15 16 36,69225;-60 54 14,3783;15;16;36.7;229.1528844;3.999472323;-;60;54;14.4;-60.90399397;-1.062975222;319.6816;-2.8444;5.65;5.73;-0.08;-0.3;0.22;B0,5Ve;B0,5;95.95452054;
HD 135240;15 16 56,89610;-60 57 26,1072;15;16;56.9;229.2370671;4.000941588;-;60;57;26.1;-60.957252;-1.06390475;319.6882;-2.9112;4.98;5.07;-0.09;-0.04;-0.05;O8,5V;O8,5;95.96515581;
HD 135382;15 18 54,58198;-68 40 46,3654;15;18;54.6;229.7274249;4.009499947;-;68;40;46.4;-68.67954594;-1.198684206;315.7118;-9.5496;2.908;2.881;0.027;0.02;0.01;A1V;A1;92.40861324;
HD 135502;15 14 29,15853;+29 09 51,4577;15;14;29.2;228.6214939;3.990197809;+;29;09;51.5;29.16429381;0.509012951;45.1605;58.5215;5.339;5.281;0.058;0.05;0.01;A2V;A2;117.7352541;
HD 135559;15 15 49,07705;+00 22 19,7028;15;15;49.1;228.9544877;3.996009648;+;00;22;19.7;0.372139667;0.006495062;1.315;46.2276;5.796;5.629;0.167;0.12;0.05;A4V;A4;117.4698073;
HD 135734;15 18 32,02296;-47 52 30,9957;15;18;32.0;229.633429;4.007859409;-;47;52;31.0;-47.87527658;-0.835581207;326.857;8.046;4.18;4.274;-0.094;-0.11;0.02;B8Ve;B8;102.270474;
HD 135742;15 17 00,41382;-09 22 58,4919;15;17;00.4;229.2517243;4.001197404;-;09;22;58.5;-9.382914417;-0.16376275;352.0221;39.2343;2.535;2.605;-0.07;-0.11;0.04;B8V;B8;115.8501526;
HD 135876;15 18 56,37578;-40 47 17,5967;15;18;56.4;229.7348991;4.009630396;-;40;47;17.6;-40.78822131;-0.711888758;330.8463;13.9545;5.49;5.587;-0.097;-0.13;0.03;B7V;B7;105.4658789;
HD 136664;15 23 09,35005;-36 51 30,5521;15;23;09.4;230.7889585;4.028027204;-;36;51;30.6;-36.85848669;-0.64330195;333.8367;16.7479;4.381;4.52;-0.139;-0.18;0.04;B4V;B4;107.8875872;
HD 136729;15 20 05,15121;+51 57 30,6548;15;20;05.2;230.0214634;4.014631886;+;51;57;30.7;51.95851522;0.906847165;84.9632;52.7673;5.767;5.652;0.115;0.12;0.00;A4V;A4;113.786161;
HD 136849;15 21 48,57532;+32 56 01,3005;15;21;48.6;230.4523972;4.0221531;+;32;56;01.3;32.93369458;0.574801405;52.3624;57.1163;5.324;5.375;-0.051;-0.07;0.02;B9Vn;B9;118.7618602;
HD 13709 ;02 12 54,46962;-30 43 25,7732;02;12;54.5;33.22695675;0.579919796;-;30;43;25.8;-30.72382589;-0.536231921;229.1845;-71.8417;5.25;5.261;-0.011;-0.07;0.06;B9V;B9;75.65508853;
HD 137333;15 43 16,93158;-84 27 54,9932;15;43;16.9;235.8205483;4.115845011;-;84;27;55.0;-84.46527589;-1.474197168;307.0273;-23.0192;5.686;5.575;0.111;0.05;0.06;A2V;A2;85.16251746;
HD 137432;15 27 18,12996;-36 46 03,2081;15;27;18.1;231.8255415;4.046118989;-;36;46;03.2;-36.76755781;-0.641714942;334.5984;16.3431;5.301;5.442;-0.141;-0.18;0.04;B4Vp;B4;108.6758178;
HD 138485;15 32 55,22151;-16 51 10,2522;15;32;55.2;233.2300896;4.070632979;-;16;51;10.3;-16.85284783;-0.294137683;349.3238;31.1137;5.36;5.491;-0.131;-0.2;0.07;B3V;B3;117.4902234;
HD 138629;15 31 46,98182;+40 53 57,6125;15;31;47.0;232.9457576;4.065670448;+;40;53;57.6;40.89933681;0.713828089;66.1736;54.4117;5.093;4.997;0.096;0.15;-0.05;A5V;A5;118.9726539;
HD 13869 ;02 15 56,28521;+33 21 32,0226;02;15;56.3;33.98452171;0.593141799;+;33;21;32.0;33.35889517;0.582222555;142.5475;-26.2739;5.245;5.249;-0.004;-0.01;0.01;A0V;A0;83.92701246;
HD 138749;15 32 55,78214;+31 21 32,8762;15;32;55.8;233.2324256;4.070673749;+;31;21;32.9;31.35913228;0.547320109;49.685;54.7142;4.036;4.153;-0.117;-0.14;0.02;B6Vnne;B6;121.3531704;
HD 138867;15 41 54,68382;-76 04 55,0619;15;41;54.7;235.4778493;4.109863785;-;76;04;55.1;-76.08196164;-1.327880732;312.715;-16.5627;5.908;5.942;-0.034;-0.07;0.04;B9V;B9;89.93656521;
HD 139006;15 34 41,26800;+26 42 52,8940;15;34;41.3;233.67195;4.078344897;+;26;42;52.9;26.71469278;0.466259348;41.8697;53.7723;2.244;2.214;0.03;-0.01;0.04;A0V;A0;122.4676723;
HD 139129;15 38 49,47043;-52 22 21,7043;15;38;49.5;234.7061268;4.096394687;-;52;22;21.7;-52.37269564;-0.914075977;326.9918;2.5004;5.429;5.426;0.003;-0.01;0.01;A0V;A0;102.8899773;
HD 139365;15 38 39,36950;-29 46 39,8956;15;38;39.4;234.6640396;4.095660127;-;29;46;39.9;-29.77774878;-0.51971976;341.0644;20.4482;3.49;3.644;-0.154;-0.24;0.09;B2,5V;B2,5;113.8411194;
HD 139493;15 35 57,03842;+54 37 50,0443;15;35;57.0;233.9876601;4.083855077;+;54;37;50.0;54.63056786;0.953483281;87.0811;49.4527;5.84;5.79;0.05;0.05;0.00;A2V;A2;115.0542738;
HD 139892;15 39 22,67317;+36 38 08,9396;15;39;22.7;234.8444715;4.098809259;+;36;38;08.9;36.63581656;0.639415623;58.6978;53.4129;4.95;5;-0.05;-0.13;0.08;B7V;B7;121.5154775;
HD 140008;15 42 41,02206;-34 42 37,4617;15;42;41.0;235.6709253;4.113233597;-;34;42;37.5;-34.71040603;-0.60581087;338.4816;16.0843;4.591;4.717;-0.126;-0.16;0.03;B5V;B5;112.3895765;
HD 140159;15 41 33,05469;+19 40 13,4380;15;41;33.1;235.3877279;4.10829087;+;19;40;13.4;19.67039944;0.343313235;31.4158;50.4515;4.567;4.509;0.058;0.02;0.04;A1V;A1;124.7600016;
HD 140285;15 44 22,67415;-41 49 08,7181;15;44;22.7;236.0944756;4.120625945;-;41;49;08.7;-41.81908836;-0.729880782;334.1898;10.3221;5.93;5.93;0;-0.01;0.01;A0V+,,,;A0;109.1995724;
HD 1404  ;00 18 19,65745;+36 47 06,8107;00;18;19.7;4.581906042;0.079969346;+;36;47;06.8;36.78522519;0.642023296;115.5855;-25.6138;4.57;4.52;0.05;0.05;0.00;A2V;A2;108.1086187;
HD 14055 ;02 17 18,86703;+33 50 49,8950;02;17;18.9;34.32861263;0.599147318;+;33;50;49.9;33.84719306;0.590744961;142.6496;-25.7152;4.03;4;0.03;0.02;0.01;A1Vnn;A1;83.76583046;
HD 140775;15 45 23,48332;+05 26 50,3292;15;45;23.5;236.3478472;4.125048113;+;05;26;50.3;5.447313667;0.095073559;13.266;43.3198;5.601;5.57;0.031;-0.01;0.04;A0V;A0;125.4518995;
HD 140784;15 46 44,21774;-34 40 56,8218;15;46;44.2;236.6842406;4.130919286;-;34;40;56.8;-34.6824505;-0.605322954;339.1692;15.5772;5.491;5.599;-0.108;-0.13;0.02;B7Vn;B7;113.1363724;
HD 141003;15 46 11,25435;+15 25 18,5959;15;46;11.3;236.5468931;4.12852212;+;15;25;18.6;15.42183219;0.269161748;25.98;47.8723;3.733;3.66;0.073;0.08;-0.01;A3V;A3;126.0575333;
HD 141168;15 50 07,08404;-53 12 35,1712;15;50;07.1;237.5295168;4.145672139;-;53;12;35.2;-53.20976978;-0.928685677;327.8342;0.7957;5.72;5.78;-0.06;-0.07;0.01;B9Vn,,,;B9;103.8554507;
HD 141187;15 47 17,31882;+14 06 55,2617;15;47;17.3;236.8221618;4.133326464;+;14;06;55.3;14.11535047;0.246359341;24.3784;47.0936;5.808;5.712;0.096;0.08;0.02;A3V;A3;126.3427246;
HD 141194;15 49 57,49566;-48 54 44,6680;15;49;57.5;237.4895653;4.144974853;-;48;54;44.7;-48.91240778;-0.853682561;330.5083;4.1621;5.924;5.856;0.068;0.02;0.05;A1V;A1;106.2508157;
HD 141513;15 49 37,20696;-03 25 48,7358;15;49;37.2;237.405029;4.143499417;-;03;25;48.7;-3.430204389;-0.059868361;4.5929;37.2914;3.529;3.548;-0.019;-0.01;-0.01;A0V;A0;125.0896016;
HD 141637;15 50 58,74452;-25 45 04,6649;15;50;58.7;237.7447688;4.149428996;-;25;45;04.7;-25.75129581;-0.449444898;346.0979;21.7059;4.566;4.638;-0.072;-0.26;0.19;B1,5Vn;B1,5;118.0346028;
HD 141851;15 51 15,59418;-03 05 25,7938;15;51;15.6;237.8149758;4.150654337;-;03;05;25.8;-3.090498278;-0.05393937;5.2459;37.1789;5.23;5.1;0.13;0.08;0.05;A3Vn;A3;125.5614039;
HD 14191 ;02 18 07,53838;+19 54 04,1862;02;18;07.5;34.53140992;0.602686798;+;19;54;04.2;19.90116283;0.347340816;149.2704;-38.4967;5.584;5.575;0.009;0.02;-0.01;A1Vn;A1;80.41341038;
HD 142096;15 53 20,05463;-20 10 01,4177;15;53;20.1;238.333561;4.159705357;-;20;10;01.4;-20.16706047;-0.351981606;350.7243;25.3801;5.002;5.029;-0.027;-0.2;0.17;B3V;B3;120.831952;
HD 142105;15 44 03,51891;+77 47 40,1788;15;44;03.5;236.0146621;4.119232937;+;77;47;40.2;77.79449411;1.357770062;112.6802;35.6576;4.329;4.283;0.046;0.08;-0.03;A3Vn;A3;104.7976677;
HD 142114;15 53 36,71880;-25 19 37,7087;15;53;36.7;238.402995;4.160917209;-;25;19;37.7;-25.32714131;-0.442042006;346.8768;21.6134;4.52;4.59;-0.07;-0.24;0.17;B2,5Vn;B2,5;118.7536939;
HD 14212 ;02 19 16,79595;+47 22 47,9081;02;19;16.8;34.81998313;0.607723351;+;47;22;47.9;47.37997447;0.826936554;137.9895;-12.9073;5.318;5.314;0.004;-0.01;0.01;A0V;A0;86.85175811;
HD 142139;15 56 05,91176;-60 28 56,9522;15;56;05.9;239.0246323;4.171766828;-;60;28;57.0;-60.48248672;-1.055618533;323.8447;-5.3426;5.837;5.754;0.083;0.08;0.00;A3V;A3;100.2389798;
HD 142165;15 53 53,91520;-24 31 59,3673;15;53;53.9;238.4746467;4.162167767;-;24;31;59.4;-24.53315758;-0.428184376;347.5139;22.1473;5.358;5.376;-0.018;-0.16;0.14;B5V;B5;119.1557315;
HD 142184;15 53 55,86404;-23 58 41,1522;15;53;55.9;238.4827668;4.162309491;-;23;58;41.2;-23.97809783;-0.418496756;347.9325;22.5452;5.36;5.4;-0.04;-0.24;0.20;B2V;B2;119.3997847;
HD 142445;15 55 30,07935;-26 15 57,5781;15;55;30.1;238.8753306;4.169161021;-;26;15;57.6;-26.26599392;-0.458428075;346.5213;20.6375;5.762;5.633;0.129;0.08;0.05;A3V;A3;118.7209299;
HD 14252 ;02 18 56,99321;+28 38 33,6266;02;18;57.0;34.73747171;0.606283255;+;28;38;33.6;28.64267406;0.499908969;145.2171;-30.4143;5.32;5.294;0.026;0.05;-0.02;A2V;A2;82.18429688;
HD 142629;15 56 53,49808;-33 57 58,0129;15;56;53.5;239.2229087;4.175227402;-;33;57;58.0;-33.96611469;-0.592820536;341.2989;14.7504;5.208;5.095;0.113;0.08;0.03;A3V;A3;115.3139748;
HD 142630;15 56 54,12100;-33 57 51,3448;15;56;54.1;239.2255042;4.175272702;-;33;57;51.3;-33.96426244;-0.592788208;341.3018;14.7504;5.649;5.58;0.069;-0.07;0.14;B9V;B9;115.3167677;
HD 142883;15 57 40,46391;-20 58 59,0949;15;57;40.5;239.4185996;4.178642854;-;20;58;59.1;-20.98308192;-0.366223867;350.884;24.0852;5.851;5.841;0.01;-0.2;0.21;B3V;B3;121.435949;
HD 142990;15 58 34,86636;-24 49 53,3628;15;58;34.9;239.6452765;4.182599112;-;24;49;53.4;-24.83148967;-0.433391253;348.1192;21.1965;5.34;5.44;-0.1;-0.16;0.06;B5V;B5;119.982182;
HD 143018;15 58 51,11324;-26 06 50,7886;15;58;51.1;239.7129718;4.183780618;-;26;06;50.8;-26.11410794;-0.455777165;347.2148;20.2305;2.7;2.89;-0.19;-0.26;0.07;B1V+,,,;B1;119.4602564;
HD 143459;16 00 47,63255;-08 24 40,8864;16;00;47.6;240.198469;4.192254142;-;08;24;40.9;-8.411357333;-0.14680588;2.0038;32.0001;5.57;5.53;0.04;-0.01;0.05;A0Vs;A0;126.5446695;
HD 143894;16 02 17,69166;+22 48 16,0302;16;02;17.7;240.5737153;4.198803425;+;22;48;16.0;22.80445283;0.398012786;38.1375;46.7805;4.894;4.817;0.077;0.08;0.00;A3V;A3;129.2291342;
HD 144208;16 03 19,36420;+36 37 54,4272;16;03;19.4;240.8306842;4.203288379;+;36;37;54.4;36.63178533;0.639345265;58.5666;48.6107;6.357;5.816;0.541;0.05;0.49;A2V+,,,;A2;126.1130283;
HD 144217;16 05 26,23198;-19 48 19,6300;16;05;26.2;241.3592999;4.212514464;-;19;48;19.6;-19.80545278;-0.345670361;353.1929;23.5996;2.55;2.62;-0.07;-0.3;0.23;B0,5V;B0,5;123.5789152;
HD 144217;16 05 26,23; -19 48 19,9      ;16;05;26.2;241.3592917;4.21251432;-;19;48;19.9;-19.80552778;-0.34567167;353.1928;23.5996;5.2;5.6;-0.4;-0.24;-0.16;B2V;B2;123.5788769;
HD 144218;16 05 26,57128;-19 48 06,8556;16;05;26.6;241.3607137;4.212539138;-;19;48;06.9;-19.80190433;-0.345608429;353.1967;23.6011;4.87;4.89;-0.02;-0.24;0.22;B2V;B2;123.5816027;
HD 144294;16 06 35,54525;-36 48 08,2653;16;06;35.5;241.6481052;4.217555067;-;36;48;08.3;-36.80229592;-0.642321236;340.8342;11.3231;4.037;4.205;-0.168;-0.24;0.07;B2,5Vn;B2,5;115.5000284;
HD 144334;16 06 06,37611;-23 36 22,7222;16;06;06.4;241.5265671;4.215433827;-;23;36;22.7;-23.60631172;-0.412007864;350.3478;20.8543;5.823;5.893;-0.07;-0.11;0.04;B8V;B8;122.0651209;
HD 144470;16 06 48,42692;-20 40 09,0902;16;06;48.4;241.7017788;4.218491849;-;20;40;09.1;-20.66919172;-0.360745449;352.7497;22.773;3.9;3.946;-0.046;-0.26;0.21;B1V;B1;123.5053426;
HD 144480;16 09 18,54876;-57 56 03,5420;16;09;18.5;242.3272865;4.229409017;-;57;56;03.5;-57.93431722;-1.011144585;326.809;-4.5519;5.546;5.571;-0.025;-0.07;0.05;B9,5V;B9,5;103.1499508;
HD 144708;16 07 36,41532;-12 44 43,4616;16;07;36.4;241.9017305;4.221981663;-;12;44;43.5;-12.745406;-0.222449299;359.4132;27.9315;5.763;5.757;0.006;-0.07;0.08;B9V;B9;126.7639392;
HD 144844;16 08 43,72037;-23 41 07,4950;16;08;43.7;242.1821682;4.226876225;-;23;41;07.5;-23.68541528;-0.413388481;350.7341;20.3683;5.875;5.857;0.018;-0.07;0.09;B9V;B9;122.5632525;
HD 144874;16 07 37,53919;+09 53 30,2655;16;07;37.5;241.9064133;4.222063394;+;09;53;30.3;9.891740417;0.172643439;22.1609;40.7678;5.829;5.639;0.19;0.2;-0.01;A7V;A7;131.2615882;
HD 144987;16 09 52,58938;-33 32 44,8979;16;09;52.6;242.4691224;4.231884521;-;33;32;44.9;-33.54580497;-0.585484747;343.6297;13.219;5.421;5.496;-0.075;-0.11;0.03;B8V;B8;117.8357201;
HD 145454;16 06 19,67620;+67 48 36,4805;16;06;19.7;241.5819842;4.216401037;+;67;48;36.5;67.81013347;1.183510095;101.155;40.0876;5.413;5.439;-0.026;-0.01;-0.02;A0Vn;A0;111.7726831;
HD 145482;16 12 18,20490;-27 55 34,9457;16;12;18.2;243.0758538;4.24247398;-;27;55;34.9;-27.92637381;-0.487407171;348.1166;16.8354;4.421;4.567;-0.146;-0.24;0.09;B2V;B2;121.218153;
